STAID,LAT_GAGE,LNG_GAGE,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,DRAIN_SQKM,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,SNOW_PCT_PRECIP,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,BFI_AVE,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,DDENS_2009,STOR_NOR_2009,NPDES_MAJ_DENS,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,ECO2_BAS_DOM,ECO3_BAS_DOM,NUTR_BAS_DOM,HLR_BAS_DOM_100M,PNV_BAS_DOM,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_DEGREES,Group
7071500,36.648681,-91.200819,7,1.59,2023.8,1,100.0,9.0,0.99,5,1.66,51.7,173.6,64.07,17.59,7.25,7.85,2.98,0.0,0.3,0.46,0.0,3.85,68.32,25.57,0.07,0.26,0.01,2379.4,576.3,2.7,8.4,39,11,9,55,0.11,1.65,1.36,0.69,5.17,56.11,43.53,39.97,0.31,232.64,289.9,5.5,132.3,Other
7083000,39.172213,-106.389193,6,2.22,60.8,2,100.0,66.5,0.48,2,1.2,67.0,4.5,61.9,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.09,1.83,0.02,77.7,22.5,0.0,6.2,21,2,20,37,0.08,3.96,1.42,1.78,5.85,44.73,14.07,36.63,0.13,35.68,3646.0,41.8,64.7,Undeveloped
7097000,38.388334,-105.016096,20,1.18,10246.7,2,46.4,30.0,0.73,5,1.51,62.7,48.5,62.56,17.56,8.76,4.54,1.5,0.0,0.36,20.19,0.1,1.47,45.62,1.58,0.27,1.42,0.4,286.8,62.8,0.2,6.2,21,2,18,3,0.09,4.43,1.43,0.89,5.85,41.65,17.73,31.48,0.14,29.25,2747.7,20.9,89.2,Undeveloped
7099400,38.271669,-104.718033,19,1.24,11952.3,2,42.8,27.5,0.76,5,1.47,60.2,94.9,61.97,17.39,8.95,4.92,1.63,0.0,0.44,52.7,0.08,1.66,42.77,1.42,0.35,1.28,0.38,306.8,69.3,0.3,6.2,21,2,18,3,0.09,4.16,1.43,0.84,5.87,41.54,18.49,33.68,0.15,29.82,2637.0,19.5,95.2,Undeveloped
7103700,38.854714,-104.878031,24,2.23,264.2,2,100.0,27.6,0.86,4,1.42,49.5,10.2,58.53,20.08,3.31,7.61,0.0,0.0,2.65,96.57,0.0,3.93,75.56,0.04,0.72,0.97,0.01,121.3,29.3,0.1,6.2,21,2,18,3,0.07,9.0,1.49,0.69,5.85,27.3,11.62,33.61,0.12,48.2,2775.2,26.9,70.8,Undeveloped
7103780,39.031104,-104.848313,19,2.25,213.0,2,66.4,22.1,0.52,3,1.81,51.5,86.0,60.96,33.49,3.61,0.0,0.0,0.0,4.23,15.47,0.0,8.09,62.22,0.0,0.31,1.61,0.56,201.2,52.1,0.3,6.2,21,2,18,3,0.09,8.12,1.47,0.66,5.82,37.78,13.04,31.92,0.14,46.32,2459.4,12.7,121.9,Other
7103970,38.933882,-104.817199,29,2.41,466.0,1,53.3,18.5,0.66,3,1.89,50.7,79.4,63.06,27.1,6.25,0.0,0.0,0.0,6.44,124.64,0.21,12.72,56.19,0.1,0.55,1.17,0.36,232.9,62.7,0.3,6.2,21,4,12,32,0.1,7.39,1.47,0.65,5.88,44.62,13.91,32.09,0.15,44.15,2352.6,10.8,177.5,Other
7103990,38.928048,-104.810254,14,1.73,51.4,1,100.0,12.2,0.62,2,1.36,50.6,59.0,63.41,36.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.39,12.44,0.0,0.04,0.19,0.29,402.3,113.5,0.2,9.4,26,4,12,32,0.11,7.5,1.5,0.88,6.0,59.38,12.21,23.56,0.17,40.51,2106.4,4.1,220.7,Urban
7104000,38.917771,-104.818588,30,2.52,529.2,1,58.0,17.7,0.67,3,1.89,50.7,76.7,61.93,28.53,6.0,0.0,0.0,0.0,5.67,109.75,0.19,17.04,51.44,0.09,0.49,1.07,0.34,250.8,68.0,0.3,6.2,21,4,12,32,0.1,7.38,1.47,0.68,5.89,46.24,13.74,31.08,0.15,43.67,2323.8,10.3,184.8,Other
7104905,38.837215,-104.829419,30,2.32,613.5,1,61.2,16.6,0.71,3,1.84,50.4,74.0,60.98,26.64,7.26,0.0,0.0,0.0,5.38,95.17,0.16,22.95,46.49,0.08,0.44,1.06,0.35,260.6,70.6,0.2,6.2,21,4,12,32,0.1,7.38,1.48,0.72,5.91,47.79,13.5,29.69,0.16,42.71,2279.5,10.1,179.6,Other
7105500,38.816382,-104.822752,29,2.27,1017.9,2,61.3,19.5,0.75,4,1.37,50.0,52.1,60.11,24.58,6.04,3.2,0.0,0.0,4.42,83.59,0.1,17.17,56.65,0.06,0.46,0.96,0.23,215.8,57.1,0.2,6.2,21,2,18,3,0.09,7.88,1.48,0.69,5.89,41.01,13.26,30.83,0.15,44.08,2430.9,16.8,130.7,Other
7105530,38.803049,-104.795807,32,2.29,1072.0,2,58.5,18.9,0.74,4,1.34,50.0,55.4,60.71,23.65,5.81,3.45,0.0,0.0,4.48,80.37,0.19,20.73,54.06,0.06,0.46,0.99,0.24,219.5,57.9,0.1,6.2,21,2,18,32,0.09,7.85,1.48,0.7,5.9,41.93,13.28,30.36,0.15,43.67,2402.7,16.2,136.9,Other
7105800,38.72944,-104.733861,33,2.37,1316.8,1,51.9,17.1,0.76,5,1.34,50.2,80.9,56.75,21.19,7.63,3.96,0.85,0.0,4.1,66.1,0.3,24.99,45.44,0.06,0.4,0.95,0.5,254.3,68.0,0.2,6.2,21,4,12,32,0.1,7.61,1.48,0.73,5.92,44.68,13.88,29.36,0.15,42.87,2320.1,14.1,157.2,Other
7106000,38.601665,-104.67025,29,2.4,1768.5,1,60.4,14.8,0.82,8,1.36,49.7,271.2,52.07,19.34,9.12,3.44,1.49,0.99,3.56,52.96,0.4,20.91,37.74,0.19,0.43,1.05,1.22,346.9,89.3,0.5,9.4,26,4,12,32,0.11,6.18,1.46,0.68,5.94,44.76,19.09,31.94,0.19,41.89,2211.5,12.5,156.6,Other
7106300,38.439722,-104.593583,27,1.96,2194.8,1,68.1,13.3,0.85,9,1.37,49.1,385.1,51.41,19.66,8.8,2.66,1.16,2.97,2.92,42.88,0.32,17.2,30.82,0.54,0.39,1.1,1.32,400.6,102.2,0.6,9.4,26,4,13,32,0.11,5.32,1.44,0.62,5.94,45.48,21.29,33.81,0.2,40.4,2111.3,10.7,152.9,Other
7106500,38.28778,-104.601085,24,1.67,2404.4,1,70.9,12.9,0.89,13,1.38,48.8,435.5,51.96,19.12,8.66,2.33,1.01,4.75,2.7,39.18,0.29,16.68,28.13,0.58,0.37,1.17,1.27,405.1,102.7,0.6,9.4,26,4,13,32,0.12,5.06,1.44,0.6,5.93,45.41,22.41,34.41,0.21,39.23,2062.0,10.0,156.4,Other
7109500,38.248058,-104.399136,23,1.2,16200.6,1,44.7,23.8,0.79,13,1.49,57.0,204.0,59.35,17.5,9.09,4.59,1.67,1.0,0.8,45.94,0.12,4.63,38.07,1.42,0.37,1.22,0.54,355.8,80.4,0.8,6.2,21,2,18,32,0.1,4.11,1.42,0.76,5.88,42.54,19.95,35.17,0.17,32.5,2463.5,16.9,102.3,Undeveloped
7126300,37.356406,-103.900238,15,1.54,4989.1,1,94.7,13.9,0.56,5,1.48,31.9,464.4,55.38,20.48,9.02,3.96,3.69,0.0,0.32,26.47,0.02,0.75,31.78,1.75,0.1,0.82,0.54,317.9,85.8,1.6,9.4,26,2,17,32,0.15,1.27,1.38,0.42,5.98,43.81,27.84,46.06,0.26,47.37,2060.4,10.4,69.7,Undeveloped
7126485,37.618347,-103.593557,14,1.42,7177.3,1,96.3,12.4,0.53,5,1.57,28.0,408.2,55.87,20.38,9.7,4.11,4.41,0.0,0.22,18.4,0.01,0.61,24.64,1.22,0.08,0.62,0.39,306.7,86.2,1.2,9.4,26,4,13,32,0.15,1.28,1.38,0.46,5.98,40.27,25.47,47.88,0.29,45.96,1929.2,9.0,52.7,Undeveloped
7143672,38.028622,-97.540597,15,1.31,2003.4,1,100.0,7.0,1.04,6,1.6,24.6,1580.5,56.91,21.54,9.61,7.05,1.6,0.75,0.7,0.95,0.05,6.48,2.93,62.8,0.53,0.75,0.03,6026.2,938.1,62.7,9.4,27,5,3,32,0.17,2.11,1.36,1.05,5.28,59.44,31.39,52.73,0.33,190.46,470.0,0.5,122.0,Other
7144100,37.883067,-97.424486,21,1.49,3200.4,1,100.0,6.9,1.0,6,1.58,25.3,1664.0,58.19,20.21,9.74,6.73,1.16,1.36,0.84,1.28,0.06,7.14,2.68,66.23,0.51,0.67,0.02,6634.9,1015.8,71.6,9.4,27,5,3,32,0.17,1.9,1.39,1.01,4.78,59.33,33.18,48.99,0.33,194.63,461.2,0.5,160.0,Other
7144780,37.862607,-98.013853,12,0.94,2078.9,1,100.0,6.1,0.37,4,1.61,34.5,356.9,58.18,16.8,15.3,2.78,0.0,0.0,0.63,0.4,0.0,4.52,1.13,52.46,0.7,0.95,0.12,6250.6,952.2,59.3,9.4,27,5,1,33,0.13,5.84,1.51,0.38,4.64,59.88,17.59,28.01,0.24,176.31,547.7,0.4,91.2,Agricultural
7187000,37.023156,-94.516567,15,1.15,1110.4,1,100.0,6.6,0.51,5,1.59,48.9,359.5,56.01,15.81,9.32,12.07,4.11,0.0,0.72,0.26,0.18,7.69,30.54,59.78,0.04,0.59,0.0,6258.0,1713.3,9.8,8.4,39,11,9,39,0.1,1.42,1.39,0.53,3.76,59.37,38.16,44.04,0.33,265.54,375.4,2.7,287.3,Other
7189000,36.631461,-94.586889,21,2.73,2200.7,1,100.0,6.3,0.62,5,1.86,47.7,198.0,63.16,14.74,7.59,10.37,3.73,0.0,0.55,15.0,0.05,7.6,50.21,38.89,0.2,0.45,0.0,5295.0,1546.2,4.8,8.4,39,11,9,39,0.1,1.7,1.37,0.53,5.14,58.25,38.72,40.86,0.3,269.38,365.6,5.9,271.0,Other
7191160,36.364523,-94.55133,20,1.99,230.4,1,100.0,6.0,0.94,4,1.27,44.8,160.8,67.6,15.96,10.08,6.36,0.0,0.0,0.43,3.61,0.0,6.21,40.03,51.72,0.09,0.08,0.0,8511.8,2536.2,11.6,8.4,39,11,9,45,0.11,1.68,1.37,0.57,5.43,58.35,37.81,40.79,0.31,276.15,376.4,4.0,276.8,Other
7191179,36.342024,-94.58772,24,2.08,267.6,1,100.0,5.9,0.94,4,1.31,44.9,165.7,65.07,15.83,11.44,7.67,0.0,0.0,0.37,3.11,0.37,6.26,39.97,51.7,0.09,0.09,0.0,8515.6,2537.5,10.6,8.4,39,11,9,45,0.11,1.67,1.37,0.57,5.41,58.38,37.76,40.87,0.31,276.36,374.3,4.1,287.7,Other
7191220,36.334722,-94.641389,22,1.76,339.1,1,100.0,5.8,0.91,4,1.32,45.1,175.7,65.53,15.12,10.96,8.39,0.0,0.0,1.18,3.11,0.29,5.77,40.11,52.09,0.09,0.08,0.0,8330.0,2465.1,9.7,8.4,39,11,9,45,0.11,1.66,1.37,0.57,5.39,58.41,37.7,40.96,0.31,276.75,367.0,4.2,286.6,Other
71912213,36.322581,-94.685224,21,1.59,421.0,1,100.0,5.6,0.86,4,1.31,45.2,195.3,64.94,15.53,10.97,8.56,0.0,0.0,0.95,2.5,0.24,5.52,38.79,53.82,0.07,0.09,0.0,7962.7,2311.1,9.4,8.4,39,11,9,45,0.11,1.64,1.38,0.57,5.34,58.48,37.53,41.22,0.32,277.14,359.2,4.1,288.4,Other
7191222,36.355359,-94.776339,11,1.86,153.8,1,100.0,5.1,0.8,3,1.19,44.7,259.5,74.12,10.37,15.52,0.0,0.0,0.0,0.0,0.0,0.0,4.5,30.29,63.49,0.02,0.06,0.0,7486.1,2060.5,8.0,8.4,39,11,9,39,0.11,1.51,1.39,0.58,5.07,58.62,36.51,43.06,0.33,278.28,322.5,3.0,242.5,Agricultural
7194800,36.103136,-94.344655,23,2.14,433.9,1,100.0,5.4,0.86,5,1.46,36.7,147.6,63.9,17.59,10.25,7.02,1.05,0.0,1.61,18.0,0.23,6.98,36.53,54.19,0.44,0.45,0.0,9389.4,2834.3,16.1,8.4,39,11,9,45,0.11,1.68,1.4,0.78,5.35,50.0,32.23,40.46,0.28,279.12,396.3,5.6,329.5,Other
7195000,36.222069,-94.286581,23,1.44,335.6,1,100.0,5.3,0.9,5,1.48,42.4,345.9,67.11,16.04,11.44,4.33,0.3,0.0,0.6,0.23,0.6,33.22,11.48,53.82,0.12,0.15,0.0,10551.7,3151.6,13.7,8.4,39,11,9,45,0.12,1.44,1.38,0.57,4.77,59.34,35.76,43.79,0.34,270.72,389.2,2.1,239.4,Other
7195500,36.130082,-94.572164,23,1.53,1630.0,1,100.0,5.2,0.89,6,2.11,40.4,215.6,65.86,15.38,11.14,3.0,2.25,2.16,1.1,8.17,0.25,15.5,28.98,53.31,0.26,0.46,0.0,9516.2,2842.5,10.0,8.4,39,11,9,45,0.11,1.59,1.39,0.65,5.16,55.44,34.9,41.81,0.31,275.18,377.7,4.1,270.4,Other
7196000,36.186473,-94.706891,26,1.44,298.9,1,100.0,5.1,0.81,3,1.28,45.6,222.0,65.13,18.53,14.81,0.0,0.0,0.0,0.67,76.05,0.67,9.97,31.7,52.49,0.62,0.34,0.0,8455.7,2420.3,13.0,8.4,39,11,9,45,0.11,1.58,1.38,0.57,5.15,58.8,36.97,42.06,0.32,279.27,354.5,3.1,228.9,Other
7196500,35.922869,-94.923566,22,1.71,2454.3,1,100.0,5.1,0.9,6,2.97,41.2,203.4,65.64,15.14,9.59,2.08,1.68,5.28,0.9,14.76,0.24,12.31,37.24,46.07,0.33,0.64,0.0,7923.6,2317.2,9.4,8.4,39,11,9,45,0.11,1.69,1.39,0.63,5.28,56.37,35.3,41.88,0.31,277.52,358.7,4.7,254.1,Other
7196900,35.880082,-94.486606,10,2.83,106.4,1,100.0,5.2,1.1,4,1.62,34.1,133.3,69.56,12.54,14.91,2.99,0.0,0.0,0.94,0.58,0.0,3.75,45.86,48.5,0.02,0.15,0.0,7827.7,2361.5,28.8,8.4,39,11,16,45,0.11,1.9,1.42,0.96,5.89,41.45,29.02,37.32,0.23,289.35,407.7,8.2,280.3,Other
7197000,35.9212,-94.838563,11,1.94,808.4,1,100.0,4.8,0.95,5,1.56,37.4,189.9,66.73,15.5,9.47,6.11,1.3,0.0,0.62,0.84,0.0,4.47,50.68,38.03,0.05,0.26,0.0,5467.4,1434.9,9.7,8.4,39,11,9,45,0.11,1.83,1.39,0.68,5.59,53.56,34.5,40.66,0.29,285.95,346.3,6.5,247.9,Other
7227500,35.470326,-101.879628,15,1.58,49264.4,1,90.4,6.5,0.5,17,2.24,30.1,367.3,51.76,17.14,10.43,5.24,2.86,2.85,0.24,11.55,0.01,0.99,11.26,3.72,0.3,0.15,0.27,882.5,195.5,4.3,9.4,26,4,13,32,0.14,1.76,1.44,0.44,5.99,49.89,27.44,38.5,0.28,68.24,1636.2,5.3,121.4,Undeveloped
7239450,35.616993,-98.065332,15,0.64,34279.7,1,97.9,5.1,0.4,6,1.71,21.3,839.8,52.7,18.37,10.76,4.14,2.28,3.61,0.2,11.74,0.0,4.02,1.06,30.97,0.24,0.09,0.07,4531.3,895.0,30.9,9.4,25,5,3,32,0.14,2.63,1.47,0.44,5.9,59.11,26.5,40.48,0.28,109.83,960.5,1.2,93.0,Other
7241000,35.478669,-97.663375,19,0.57,34927.9,1,97.9,5.1,0.4,6,1.74,21.5,839.1,52.76,18.28,10.64,4.03,2.22,3.95,0.22,12.08,0.01,4.18,1.11,31.43,0.28,0.09,0.07,4564.5,897.7,30.6,9.4,25,5,3,32,0.14,2.62,1.47,0.45,5.9,59.12,26.53,40.63,0.29,112.05,950.3,1.2,92.7,Other
7241520,35.565615,-97.367258,20,0.53,35430.5,1,97.9,5.1,0.4,6,1.71,21.7,832.9,52.86,18.18,10.52,3.99,2.2,4.21,0.24,11.93,0.01,5.05,1.17,31.14,0.29,0.09,0.07,4537.9,891.3,30.3,9.4,25,5,3,32,0.14,2.62,1.47,0.46,5.9,59.02,26.55,40.65,0.29,113.93,942.2,1.2,92.4,Other
7241550,35.500341,-97.193919,19,0.52,35653.8,1,98.0,5.1,0.41,6,1.76,21.7,828.5,52.89,18.08,10.42,3.95,2.19,4.45,0.24,11.86,0.02,5.15,1.3,31.06,0.29,0.09,0.07,4523.0,888.1,30.1,9.4,25,5,3,32,0.14,2.63,1.47,0.46,5.9,58.94,26.51,40.61,0.29,114.78,938.5,1.2,92.3,Other
7247015,34.879824,-94.484111,18,1.8,694.4,1,100.0,3.0,1.18,6,1.45,19.7,978.9,64.19,17.99,6.94,5.16,3.96,1.23,2.74,43.14,0.0,4.92,68.35,19.89,0.95,0.38,0.03,2916.0,857.5,1.3,8.4,37,11,11,55,0.12,1.37,1.48,0.69,4.39,43.83,28.11,50.45,0.32,342.16,262.1,8.2,209.5,Undeveloped
7249400,35.162596,-94.407161,18,1.65,379.5,1,100.0,3.2,1.08,4,2.05,20.0,1067.3,66.77,15.28,10.85,5.59,0.0,0.0,1.58,32.53,0.0,4.54,51.79,33.17,0.81,0.27,0.01,2202.8,606.9,1.5,8.4,37,9,7,55,0.12,1.24,1.48,0.83,3.97,44.2,27.17,48.61,0.34,328.25,229.3,6.0,298.3,Other
7263295,34.876201,-92.774612,8,1.95,119.0,1,100.0,3.0,1.15,4,1.81,21.0,107.7,62.88,15.78,19.92,1.42,0.0,0.0,1.68,2.02,0.0,4.38,93.16,0.1,0.16,0.04,0.0,48.8,12.1,0.0,8.4,36,11,11,55,0.12,2.48,1.48,0.49,5.78,39.15,29.2,49.66,0.25,334.02,244.8,9.2,47.6,Undeveloped
7277700,34.631944,-89.924444,13,2.07,315.4,1,100.0,4.0,0.96,4,1.29,25.0,357.6,69.58,18.46,9.08,2.88,0.0,0.0,6.02,4.51,0.0,5.05,24.84,47.67,0.65,2.14,0.19,3198.4,651.3,48.0,8.3,74,9,11,45,0.17,1.53,1.47,0.25,3.2,60.0,18.66,62.95,0.43,356.66,111.0,2.3,295.1,Other
7281977,33.83806,-89.27583,10,1.99,399.7,1,100.0,2.4,1.12,4,1.66,20.6,1336.0,64.16,20.95,8.94,4.27,0.0,0.0,2.75,0.0,0.0,3.35,32.74,37.71,0.49,10.9,1.87,2338.7,451.7,79.3,8.3,65,9,6,55,0.19,0.69,1.46,0.4,2.29,59.81,32.8,54.15,0.41,373.08,100.3,1.6,204.7,Other
7287150,33.34,-90.151389,15,2.32,247.1,1,100.0,1.1,1.16,4,1.83,23.4,323.9,66.9,15.65,11.44,3.78,0.0,0.0,7.69,6.91,0.0,4.19,60.94,15.04,1.02,4.34,0.23,1000.4,175.8,20.5,8.3,74,9,11,55,0.18,1.42,1.46,0.24,3.93,60.0,17.65,67.62,0.45,388.16,97.6,3.3,233.0,Undeveloped
7287160,33.341667,-90.237222,16,1.57,252.0,1,98.6,1.1,1.17,4,1.65,23.5,344.8,64.71,15.14,11.06,6.62,0.0,0.0,7.54,6.77,0.0,4.15,59.76,15.81,1.02,5.06,0.22,1049.4,183.2,23.8,8.3,74,9,11,55,0.18,1.42,1.46,0.24,3.91,60.0,17.71,67.52,0.45,388.24,96.5,3.2,235.3,Undeveloped
7288650,33.396667,-90.847778,21,2.2,1301.3,6,100.0,2.0,1.19,6,1.49,34.6,5354.4,55.19,17.6,11.65,7.59,3.03,0.8,1.08,2.87,0.0,4.26,0.06,87.46,0.69,7.31,0.15,4634.9,657.2,352.8,8.5,73,10,3,61,0.17,0.56,1.47,0.18,1.53,60.0,48.44,42.75,0.35,377.63,40.3,0.1,151.9,Agricultural
728875070,33.401111,-90.891944,25,0.75,219.9,6,100.0,2.0,1.29,4,2.34,33.4,2921.8,30.66,14.32,8.88,15.07,0.0,0.0,0.91,0.0,0.0,5.29,0.02,83.75,1.59,9.28,0.05,4592.2,651.9,361.3,8.5,73,10,3,61,0.17,1.06,1.48,0.18,1.85,60.0,38.56,46.9,0.37,383.61,40.1,0.1,154.5,Other
7288955,32.44417,-90.91417,24,1.39,34855.9,1,52.03,2.3,1.1,10,1.79,26.3,2715.6,52.62,15.64,8.55,5.18,1.71,3.97,2.91,11.94,0.05,5.65,22.31,49.14,3.31,11.12,0.67,2718.3,425.0,169.9,8.5,73,9,3,61,0.18,1.1,1.47,0.27,2.82,59.92,34.14,51.94,0.38,379.79,72.0,1.6,214.1,Other
7311700,33.820642,-99.786482,10,1.58,2456.6,1,100.0,2.0,0.54,5,1.86,21.4,889.5,59.16,20.13,8.1,9.51,1.58,0.0,0.53,54.07,0.0,2.35,3.84,12.47,0.33,0.05,0.01,1087.7,225.7,19.5,9.4,26,4,10,32,0.14,1.32,1.51,0.72,6.0,54.75,32.36,37.58,0.28,160.26,547.0,1.8,101.5,Undeveloped
7311800,33.644257,-99.800925,5,1.38,1438.1,1,100.0,1.5,0.63,4,2.06,18.1,554.5,59.83,16.04,6.28,15.33,0.0,0.0,0.28,0.25,0.0,1.22,8.12,1.15,0.03,0.01,0.0,587.9,147.5,8.9,9.4,26,4,10,32,0.15,1.27,1.47,0.86,6.0,50.87,32.83,45.99,0.34,157.33,549.6,3.0,117.6,Undeveloped
7312100,33.760093,-99.142849,10,1.32,5275.7,1,100.0,1.8,0.56,5,1.9,19.1,757.0,60.53,16.59,5.66,11.21,4.56,0.0,0.57,88.28,0.0,1.97,5.57,9.93,1.14,0.04,0.04,1094.2,226.8,14.2,9.4,26,4,10,32,0.15,1.27,1.5,0.82,6.0,54.95,35.12,41.12,0.31,165.61,509.4,2.0,99.3,Undeveloped
7331000,34.233427,-96.975845,20,0.62,18574.0,1,99.8,3.0,0.61,6,2.35,26.1,362.5,59.08,18.99,9.04,4.27,0.63,5.68,7.77,43.53,0.03,4.78,10.28,26.02,1.11,0.01,0.03,3454.5,681.5,17.9,9.4,27,5,13,32,0.16,1.89,1.51,0.81,5.92,50.53,24.31,46.1,0.32,218.93,451.3,2.7,129.1,Other
8028500,30.747146,-93.608508,21,0.66,21439.3,1,92.8,0.8,0.57,7,1.76,19.3,560.8,59.4,19.0,9.59,3.73,2.02,3.93,1.55,374.53,0.11,7.35,34.24,20.44,4.9,14.87,0.64,2549.9,553.2,6.1,8.3,35,9,7,55,0.14,1.77,1.48,0.78,4.01,59.6,31.44,37.25,0.34,389.85,104.5,2.0,148.4,Other
8057200,32.889292,-96.756666,27,1.64,173.0,1,100.0,1.0,0.3,2,1.28,15.0,984.2,94.49,5.51,0.0,0.0,0.0,0.0,4.05,2.1,0.58,92.87,1.42,2.62,0.08,0.05,0.0,2188.5,335.5,12.0,9.4,32,5,8,33,0.16,0.48,1.41,1.66,5.95,44.93,48.66,41.58,0.32,292.88,197.2,1.3,187.8,Urban
8057410,32.707631,-96.735832,30,1.68,16226.8,1,100.0,1.0,0.57,7,1.91,12.0,542.1,61.99,19.65,7.8,4.85,2.12,2.45,4.04,204.52,0.14,22.34,12.57,14.37,3.2,0.33,0.2,2888.2,561.4,12.7,9.4,29,9,8,40,0.15,0.96,1.47,0.9,5.73,49.26,37.36,38.68,0.31,273.9,249.9,2.1,125.6,Other
8064100,32.198482,-96.520264,25,1.57,2135.6,1,100.0,1.0,0.5,4,1.49,11.8,818.0,63.74,20.34,8.54,5.63,0.0,0.0,6.84,53.98,0.05,8.1,12.17,36.8,1.45,0.76,0.08,4307.3,741.2,35.6,9.4,32,5,8,33,0.16,0.67,1.42,1.45,5.17,53.82,49.59,37.65,0.32,280.89,182.8,1.6,127.7,Other
8065350,31.338513,-95.656341,28,1.2,35967.2,1,100.0,0.8,0.55,7,1.68,12.6,735.3,59.96,20.01,8.15,5.41,1.33,3.09,4.44,199.34,0.13,16.63,14.28,26.68,3.45,3.18,0.3,3271.3,630.8,15.8,9.4,32,9,8,33,0.15,1.27,1.46,1.09,5.19,53.64,39.7,37.46,0.32,290.99,189.6,1.8,140.0,Other
8070200,30.145493,-95.124376,11,0.95,989.4,1,63.9,0.0,0.73,5,1.49,24.1,331.1,61.29,15.4,6.97,11.06,5.29,0.0,1.31,1.64,0.0,7.59,45.72,11.34,0.62,18.41,0.14,1097.8,231.5,2.8,8.3,35,9,4,55,0.14,2.72,1.47,0.39,2.95,60.0,28.34,31.82,0.3,373.3,80.8,1.5,138.9,Other
8178800,29.35718,-98.412793,30,1.7,505.8,1,100.0,0.0,0.51,4,1.54,27.1,730.8,52.99,27.78,5.44,13.79,0.0,0.0,3.36,4.98,0.0,61.03,24.3,0.15,0.12,2.06,0.01,815.9,149.8,1.2,9.4,30,5,15,35,0.11,0.62,1.43,1.87,5.92,32.36,45.79,42.54,0.22,277.8,290.0,3.1,165.7,Urban
8181800,29.222185,-98.355846,29,1.41,4528.5,1,100.0,0.0,0.58,5,1.97,40.7,494.7,55.13,20.74,6.04,12.25,1.0,0.0,1.92,81.71,0.09,25.16,32.49,8.55,0.89,1.47,0.06,1468.9,287.1,12.5,9.4,30,4,15,35,0.12,1.01,1.44,2.05,5.92,36.36,42.24,42.62,0.23,276.27,349.1,5.1,155.4,Urban
8313000,35.874747,-106.142247,20,1.4,28381.5,5,44.1,32.4,0.63,9,1.89,62.1,195.6,56.15,16.68,8.72,4.76,1.74,1.79,0.39,52.47,0.03,1.15,42.36,3.87,0.32,1.93,0.86,485.1,96.6,49.6,6.2,21,2,18,16,0.11,3.5,1.41,0.59,5.73,51.21,22.3,37.78,0.21,36.13,2635.4,14.7,75.2,Undeveloped
8319000,35.444202,-106.440304,20,1.16,40850.5,5,41.0,29.0,0.63,9,1.9,61.8,229.2,54.14,16.59,8.29,4.23,1.56,1.8,0.3,40.82,0.02,1.33,37.51,4.91,0.28,1.69,0.84,677.0,122.3,118.8,6.2,21,2,18,22,0.1,3.87,1.41,0.55,5.69,50.74,21.36,36.87,0.2,32.39,2567.4,13.7,139.7,Undeveloped
8329000,35.390037,-106.534749,14,1.5,2660.6,1,68.9,19.2,0.88,8,1.74,40.0,63.3,60.35,18.5,8.57,3.42,1.68,2.24,0.19,13.96,0.0,0.59,44.8,0.51,0.04,0.88,0.37,66.5,15.4,0.4,6.2,21,2,18,22,0.11,4.88,1.41,0.28,5.88,52.13,18.57,34.75,0.22,47.31,2213.2,13.5,187.7,Undeveloped
8330000,35.089213,-106.680304,21,1.24,44888.8,5,39.2,27.9,0.65,9,1.87,58.8,215.8,53.86,16.47,8.21,4.02,1.51,1.99,0.35,38.0,0.02,1.83,37.03,4.59,0.27,1.66,0.78,628.5,113.8,108.2,6.2,21,2,18,22,0.1,3.98,1.42,0.53,5.71,50.97,21.01,36.62,0.2,33.08,2522.1,13.5,146.7,Undeveloped
8332010,34.417009,-106.800581,21,0.99,49128.1,1,43.6,26.4,0.66,9,1.74,53.9,218.0,51.78,16.03,7.71,3.76,1.49,2.05,0.37,34.72,0.03,2.42,35.17,4.6,0.27,1.61,0.72,636.2,116.5,99.0,10.1,22,2,18,22,0.11,3.95,1.42,0.5,5.73,51.21,20.7,36.59,0.21,32.97,2455.1,12.9,188.9,Undeveloped
