Station,Error Reason
11109000.csv,Not enough valid data for 00618 (only 0 points)
11109000.csv,Not enough valid data for 00660 (only 0 points)
11109000.csv,Not enough valid data for 00665 (only 0 points)
11109000.csv,Not enough valid data for 00681 (only 0 points)
11109000.csv,Not enough valid data for 00915 (only 0 points)
11109000.csv,Not enough valid data for 00925 (only 0 points)
11109000.csv,Not enough valid data for 00930 (only 0 points)
11109000.csv,Not enough valid data for 00935 (only 0 points)
11109000.csv,Not enough valid data for 00940 (only 0 points)
11109000.csv,Not enough valid data for 00945 (only 0 points)
11109000.csv,Not enough valid data for 00955 (only 0 points)
11109000.csv,Not enough valid data for 71846 (only 0 points)
11118500.csv,Not enough valid data for 00095 (only 0 points)
11118500.csv,Not enough valid data for 00300 (only 0 points)
11118500.csv,Not enough valid data for 00400 (only 0 points)
11118500.csv,Not enough valid data for 00405 (only 0 points)
11118500.csv,Not enough valid data for 00600 (only 0 points)
11118500.csv,Not enough valid data for 00605 (only 0 points)
11118500.csv,Not enough valid data for 00618 (only 0 points)
11118500.csv,Not enough valid data for 00660 (only 0 points)
11118500.csv,Not enough valid data for 00665 (only 0 points)
11118500.csv,Not enough valid data for 00681 (only 0 points)
11118500.csv,Not enough valid data for 00915 (only 0 points)
11118500.csv,Not enough valid data for 00925 (only 0 points)
11118500.csv,Not enough valid data for 00930 (only 0 points)
11118500.csv,Not enough valid data for 00935 (only 0 points)
11118500.csv,Not enough valid data for 00940 (only 0 points)
11118500.csv,Not enough valid data for 00945 (only 0 points)
11118500.csv,Not enough valid data for 00955 (only 0 points)
11118500.csv,Not enough valid data for 71846 (only 0 points)
11126000.csv,Not enough valid data for 00600 (only 0 points)
11126000.csv,Not enough valid data for 00605 (only 0 points)
11126000.csv,Not enough valid data for 00665 (only 0 points)
11126000.csv,Not enough valid data for 00681 (only 0 points)
11126000.csv,Not enough valid data for 80154 (only 0 points)
11128500.csv,Not enough valid data for 00600 (only 0 points)
11132500.csv,Not enough valid data for 00600 (only 0 points)
11132500.csv,Not enough valid data for 00605 (only 0 points)
11132500.csv,Not enough valid data for 00665 (only 0 points)
11132500.csv,Not enough valid data for 00681 (only 0 points)
11132500.csv,Not enough valid data for 80154 (only 0 points)
11133000.csv,Not enough valid data for 00600 (only 0 points)
11133000.csv,Not enough valid data for 00605 (only 0 points)
11133000.csv,Not enough valid data for 00665 (only 0 points)
11133000.csv,Not enough valid data for 00681 (only 0 points)
11133000.csv,Not enough valid data for 80154 (only 0 points)
11136100.csv,Not enough valid data for 00600 (only 0 points)
11136100.csv,Not enough valid data for 00605 (only 0 points)
11136100.csv,Not enough valid data for 00665 (only 0 points)
11136100.csv,Not enough valid data for 00681 (only 1 points)
11136100.csv,Not enough valid data for 80154 (only 0 points)
11136800.csv,Not enough valid data for 00600 (only 0 points)
11136800.csv,Not enough valid data for 00605 (only 0 points)
11136800.csv,Not enough valid data for 00665 (only 0 points)
11136800.csv,Not enough valid data for 00681 (only 0 points)
11138500.csv,Not enough valid data for 00600 (only 0 points)
11138500.csv,Not enough valid data for 00605 (only 0 points)
11138500.csv,Not enough valid data for 00665 (only 0 points)
11138500.csv,Not enough valid data for 00681 (only 0 points)
11138500.csv,Not enough valid data for 80154 (only 0 points)
11141050.csv,Not enough valid data for 00600 (only 0 points)
11169025.csv,Not enough valid data for 00405 (only 0 points)
11169025.csv,Not enough valid data for 00600 (only 0 points)
11169025.csv,Not enough valid data for 00955 (only 0 points)
11176900.csv,Not enough valid data for 00405 (only 0 points)
11176900.csv,Not enough valid data for 00600 (only 0 points)
11176900.csv,Not enough valid data for 00955 (only 0 points)
11179000.csv,Not enough valid data for 00095 (only 0 points)
11179000.csv,Not enough valid data for 00300 (only 0 points)
11179000.csv,Not enough valid data for 00400 (only 0 points)
11179000.csv,Not enough valid data for 00405 (only 0 points)
11179000.csv,Not enough valid data for 00600 (only 0 points)
11179000.csv,Not enough valid data for 00605 (only 0 points)
11179000.csv,Not enough valid data for 00618 (only 0 points)
11179000.csv,Not enough valid data for 00660 (only 0 points)
11179000.csv,Not enough valid data for 00665 (only 0 points)
11179000.csv,Not enough valid data for 00681 (only 0 points)
11179000.csv,Not enough valid data for 00915 (only 0 points)
11179000.csv,Not enough valid data for 00925 (only 0 points)
11179000.csv,Not enough valid data for 00930 (only 0 points)
11179000.csv,Not enough valid data for 00935 (only 0 points)
11179000.csv,Not enough valid data for 00940 (only 0 points)
11179000.csv,Not enough valid data for 00945 (only 0 points)
11179000.csv,Not enough valid data for 00955 (only 0 points)
11179000.csv,Not enough valid data for 71846 (only 0 points)
11180825.csv,Not enough valid data for 00095 (only 0 points)
11180825.csv,Not enough valid data for 00300 (only 0 points)
11180825.csv,Not enough valid data for 00400 (only 0 points)
11180825.csv,Not enough valid data for 00405 (only 0 points)
11180825.csv,Not enough valid data for 00600 (only 0 points)
11180825.csv,Not enough valid data for 00605 (only 0 points)
11180825.csv,Not enough valid data for 00618 (only 0 points)
11180825.csv,Not enough valid data for 00660 (only 0 points)
11180825.csv,Not enough valid data for 00665 (only 0 points)
11180825.csv,Not enough valid data for 00681 (only 0 points)
11180825.csv,Not enough valid data for 00915 (only 0 points)
11180825.csv,Not enough valid data for 00925 (only 0 points)
11180825.csv,Not enough valid data for 00930 (only 0 points)
11180825.csv,Not enough valid data for 00935 (only 0 points)
11180825.csv,Not enough valid data for 00940 (only 0 points)
11180825.csv,Not enough valid data for 00945 (only 0 points)
11180825.csv,Not enough valid data for 00955 (only 0 points)
11180825.csv,Not enough valid data for 71846 (only 0 points)
11180960.csv,Not enough valid data for 00095 (only 1 points)
11180960.csv,Not enough valid data for 00300 (only 0 points)
11180960.csv,Not enough valid data for 00400 (only 1 points)
11180960.csv,Not enough valid data for 00405 (only 1 points)
11180960.csv,Not enough valid data for 00600 (only 0 points)
11180960.csv,Not enough valid data for 00605 (only 0 points)
11180960.csv,Not enough valid data for 00618 (only 1 points)
11180960.csv,Not enough valid data for 00660 (only 1 points)
11180960.csv,Not enough valid data for 00665 (only 0 points)
11180960.csv,Not enough valid data for 00681 (only 0 points)
11180960.csv,Not enough valid data for 00915 (only 1 points)
11180960.csv,Not enough valid data for 00925 (only 1 points)
11180960.csv,Not enough valid data for 00930 (only 1 points)
11180960.csv,Not enough valid data for 00935 (only 1 points)
11180960.csv,Not enough valid data for 00940 (only 1 points)
11180960.csv,Not enough valid data for 00945 (only 1 points)
11180960.csv,Not enough valid data for 00955 (only 1 points)
11180960.csv,Not enough valid data for 71846 (only 1 points)
11181040.csv,Not enough valid data for 00095 (only 0 points)
11181040.csv,Not enough valid data for 00300 (only 0 points)
11181040.csv,Not enough valid data for 00400 (only 0 points)
11181040.csv,Not enough valid data for 00405 (only 0 points)
11181040.csv,Not enough valid data for 00600 (only 0 points)
11181040.csv,Not enough valid data for 00605 (only 0 points)
11181040.csv,Not enough valid data for 00618 (only 0 points)
11181040.csv,Not enough valid data for 00660 (only 0 points)
11181040.csv,Not enough valid data for 00665 (only 0 points)
11181040.csv,Not enough valid data for 00681 (only 0 points)
11181040.csv,Not enough valid data for 00915 (only 0 points)
11181040.csv,Not enough valid data for 00925 (only 0 points)
11181040.csv,Not enough valid data for 00930 (only 0 points)
11181040.csv,Not enough valid data for 00935 (only 0 points)
11181040.csv,Not enough valid data for 00940 (only 0 points)
11181040.csv,Not enough valid data for 00945 (only 0 points)
11181040.csv,Not enough valid data for 00955 (only 0 points)
11181040.csv,Not enough valid data for 71846 (only 0 points)
11465200.csv,Not enough valid data for 00600 (only 1 points)
11465200.csv,Not enough valid data for 00605 (only 1 points)
11465200.csv,Not enough valid data for 00618 (only 1 points)
11465200.csv,Not enough valid data for 00665 (only 1 points)
11465200.csv,Not enough valid data for 00681 (only 1 points)
11525600.csv,Not enough valid data for 00095 (only 0 points)
11525600.csv,Not enough valid data for 00300 (only 0 points)
11525600.csv,Not enough valid data for 00400 (only 0 points)
11525600.csv,Not enough valid data for 00405 (only 0 points)
11525600.csv,Not enough valid data for 00600 (only 0 points)
11525600.csv,Not enough valid data for 00605 (only 0 points)
11525600.csv,Not enough valid data for 00618 (only 0 points)
11525600.csv,Not enough valid data for 00660 (only 0 points)
11525600.csv,Not enough valid data for 00665 (only 0 points)
11525600.csv,Not enough valid data for 00681 (only 0 points)
11525600.csv,Not enough valid data for 00915 (only 0 points)
11525600.csv,Not enough valid data for 00925 (only 0 points)
11525600.csv,Not enough valid data for 00930 (only 0 points)
11525600.csv,Not enough valid data for 00935 (only 0 points)
11525600.csv,Not enough valid data for 00940 (only 0 points)
11525600.csv,Not enough valid data for 00945 (only 0 points)
11525600.csv,Not enough valid data for 00955 (only 0 points)
11525600.csv,Not enough valid data for 71846 (only 0 points)
12189500.csv,Not enough valid data for 00010 (only 0 points)
12189500.csv,Not enough valid data for 00095 (only 0 points)
12189500.csv,Not enough valid data for 00300 (only 0 points)
12189500.csv,Not enough valid data for 00400 (only 0 points)
12189500.csv,Not enough valid data for 00405 (only 0 points)
12189500.csv,Not enough valid data for 00600 (only 0 points)
12189500.csv,Not enough valid data for 00605 (only 0 points)
12189500.csv,Not enough valid data for 00618 (only 0 points)
12189500.csv,Not enough valid data for 00660 (only 0 points)
12189500.csv,Not enough valid data for 00665 (only 0 points)
12189500.csv,Not enough valid data for 00681 (only 0 points)
12189500.csv,Not enough valid data for 00915 (only 0 points)
12189500.csv,Not enough valid data for 00925 (only 0 points)
12189500.csv,Not enough valid data for 00930 (only 0 points)
12189500.csv,Not enough valid data for 00935 (only 0 points)
12189500.csv,Not enough valid data for 00940 (only 0 points)
12189500.csv,Not enough valid data for 00945 (only 0 points)
12189500.csv,Not enough valid data for 00955 (only 0 points)
12189500.csv,Not enough valid data for 71846 (only 0 points)
12323250.csv,Not enough valid data for 00300 (only 0 points)
12323250.csv,Not enough valid data for 00600 (only 0 points)
12323250.csv,Not enough valid data for 00605 (only 0 points)
12323250.csv,Not enough valid data for 00618 (only 0 points)
12323250.csv,Not enough valid data for 00660 (only 0 points)
12323250.csv,Not enough valid data for 00665 (only 0 points)
12323250.csv,Not enough valid data for 71846 (only 0 points)
12323600.csv,Not enough valid data for 00300 (only 0 points)
12323600.csv,Not enough valid data for 00600 (only 0 points)
12323600.csv,Not enough valid data for 00605 (only 0 points)
12323600.csv,Not enough valid data for 00665 (only 0 points)
12323750.csv,Not enough valid data for 00300 (only 0 points)
12323750.csv,Not enough valid data for 00600 (only 0 points)
12323750.csv,Not enough valid data for 00605 (only 0 points)
12323750.csv,Not enough valid data for 00618 (only 0 points)
12323750.csv,Not enough valid data for 00660 (only 0 points)
12323750.csv,Not enough valid data for 00665 (only 0 points)
12323750.csv,Not enough valid data for 71846 (only 0 points)
12323800.csv,Not enough valid data for 00300 (only 1 points)
12323800.csv,Not enough valid data for 00600 (only 0 points)
12323800.csv,Not enough valid data for 00605 (only 0 points)
12323800.csv,Not enough valid data for 00618 (only 0 points)
12323800.csv,Not enough valid data for 00660 (only 0 points)
12323800.csv,Not enough valid data for 00665 (only 0 points)
12323800.csv,Not enough valid data for 00681 (only 0 points)
12323800.csv,Not enough valid data for 71846 (only 0 points)
12324200.csv,Not enough valid data for 00300 (only 1 points)
12324200.csv,Not enough valid data for 00600 (only 0 points)
12324200.csv,Not enough valid data for 00605 (only 0 points)
12324200.csv,Not enough valid data for 00618 (only 0 points)
12324200.csv,Not enough valid data for 00660 (only 0 points)
12324200.csv,Not enough valid data for 00665 (only 0 points)
12324200.csv,Not enough valid data for 00681 (only 0 points)
12324200.csv,Not enough valid data for 71846 (only 0 points)
12324680.csv,Not enough valid data for 00300 (only 1 points)
12324680.csv,Not enough valid data for 00600 (only 0 points)
12324680.csv,Not enough valid data for 00605 (only 0 points)
12324680.csv,Not enough valid data for 00618 (only 1 points)
12324680.csv,Not enough valid data for 00660 (only 1 points)
12324680.csv,Not enough valid data for 00665 (only 0 points)
12324680.csv,Not enough valid data for 00681 (only 0 points)
12324680.csv,Not enough valid data for 71846 (only 0 points)
12331800.csv,Not enough valid data for 00300 (only 0 points)
12331800.csv,Not enough valid data for 00600 (only 0 points)
12331800.csv,Not enough valid data for 00605 (only 0 points)
12331800.csv,Not enough valid data for 00618 (only 0 points)
12331800.csv,Not enough valid data for 00660 (only 0 points)
12331800.csv,Not enough valid data for 00665 (only 0 points)
12331800.csv,Not enough valid data for 00681 (only 0 points)
12331800.csv,Not enough valid data for 71846 (only 0 points)
12340000.csv,Not enough valid data for 00681 (only 0 points)
12340500.csv,Not enough valid data for 00300 (only 0 points)
12340500.csv,Not enough valid data for 00600 (only 0 points)
12340500.csv,Not enough valid data for 00605 (only 0 points)
12340500.csv,Not enough valid data for 00618 (only 0 points)
12340500.csv,Not enough valid data for 00660 (only 0 points)
12340500.csv,Not enough valid data for 00681 (only 0 points)
12340500.csv,Not enough valid data for 71846 (only 0 points)
12413500.csv,Not enough valid data for 00681 (only 0 points)
12413860.csv,Not enough valid data for 00300 (only 0 points)
12413860.csv,Not enough valid data for 00405 (only 0 points)
12413860.csv,Not enough valid data for 00600 (only 0 points)
12413860.csv,Not enough valid data for 00618 (only 0 points)
12413860.csv,Not enough valid data for 00930 (only 0 points)
12413860.csv,Not enough valid data for 00935 (only 0 points)
12413860.csv,Not enough valid data for 00940 (only 0 points)
12413860.csv,Not enough valid data for 00945 (only 0 points)
12413860.csv,Not enough valid data for 00955 (only 0 points)
13063000.csv,Not enough valid data for 00600 (only 0 points)
13213000.csv,Not enough valid data for 00681 (only 0 points)
14202980.csv,Not enough valid data for 00618 (only 0 points)
14202980.csv,Not enough valid data for 00915 (only 0 points)
14202980.csv,Not enough valid data for 00925 (only 0 points)
14202980.csv,Not enough valid data for 00930 (only 0 points)
14202980.csv,Not enough valid data for 00935 (only 0 points)
14202980.csv,Not enough valid data for 00945 (only 0 points)
14202980.csv,Not enough valid data for 00955 (only 0 points)
14202980.csv,Not enough valid data for 80154 (only 0 points)
14203500.csv,Not enough valid data for 00915 (only 0 points)
14203500.csv,Not enough valid data for 00925 (only 0 points)
14203500.csv,Not enough valid data for 00930 (only 0 points)
14203500.csv,Not enough valid data for 00935 (only 0 points)
14203500.csv,Not enough valid data for 00945 (only 0 points)
14203500.csv,Not enough valid data for 00955 (only 1 points)
14216500.csv,Not enough valid data for 00095 (only 0 points)
14216500.csv,Not enough valid data for 00300 (only 0 points)
14216500.csv,Not enough valid data for 00400 (only 0 points)
14216500.csv,Not enough valid data for 00405 (only 0 points)
14216500.csv,Not enough valid data for 00600 (only 0 points)
14216500.csv,Not enough valid data for 00605 (only 0 points)
14216500.csv,Not enough valid data for 00618 (only 0 points)
14216500.csv,Not enough valid data for 00660 (only 0 points)
14216500.csv,Not enough valid data for 00665 (only 0 points)
14216500.csv,Not enough valid data for 00681 (only 0 points)
14216500.csv,Not enough valid data for 00915 (only 0 points)
14216500.csv,Not enough valid data for 00925 (only 0 points)
14216500.csv,Not enough valid data for 00930 (only 0 points)
14216500.csv,Not enough valid data for 00935 (only 0 points)
14216500.csv,Not enough valid data for 00940 (only 0 points)
14216500.csv,Not enough valid data for 00945 (only 0 points)
14216500.csv,Not enough valid data for 00955 (only 0 points)
14216500.csv,Not enough valid data for 71846 (only 0 points)
14240525.csv,Not enough valid data for 00300 (only 0 points)
14240525.csv,Not enough valid data for 00400 (only 0 points)
14240525.csv,Not enough valid data for 00405 (only 0 points)
14240525.csv,Not enough valid data for 00600 (only 0 points)
14240525.csv,Not enough valid data for 00605 (only 0 points)
14240525.csv,Not enough valid data for 00618 (only 0 points)
14240525.csv,Not enough valid data for 00660 (only 0 points)
14240525.csv,Not enough valid data for 00665 (only 0 points)
14240525.csv,Not enough valid data for 00681 (only 0 points)
14240525.csv,Not enough valid data for 00915 (only 0 points)
14240525.csv,Not enough valid data for 00925 (only 0 points)
14240525.csv,Not enough valid data for 00930 (only 0 points)
14240525.csv,Not enough valid data for 00935 (only 0 points)
14240525.csv,Not enough valid data for 00940 (only 0 points)
14240525.csv,Not enough valid data for 00945 (only 0 points)
14240525.csv,Not enough valid data for 00955 (only 0 points)
14240525.csv,Not enough valid data for 71846 (only 0 points)
14241500.csv,Not enough valid data for 00095 (only 0 points)
14241500.csv,Not enough valid data for 00300 (only 0 points)
14241500.csv,Not enough valid data for 00400 (only 0 points)
14241500.csv,Not enough valid data for 00405 (only 0 points)
14241500.csv,Not enough valid data for 00600 (only 0 points)
14241500.csv,Not enough valid data for 00605 (only 0 points)
14241500.csv,Not enough valid data for 00618 (only 0 points)
14241500.csv,Not enough valid data for 00660 (only 0 points)
14241500.csv,Not enough valid data for 00665 (only 0 points)
14241500.csv,Not enough valid data for 00681 (only 0 points)
14241500.csv,Not enough valid data for 00915 (only 0 points)
14241500.csv,Not enough valid data for 00925 (only 0 points)
14241500.csv,Not enough valid data for 00930 (only 0 points)
14241500.csv,Not enough valid data for 00935 (only 0 points)
14241500.csv,Not enough valid data for 00940 (only 0 points)
14241500.csv,Not enough valid data for 00945 (only 0 points)
14241500.csv,Not enough valid data for 00955 (only 0 points)
14241500.csv,Not enough valid data for 71846 (only 0 points)
14242580.csv,Not enough valid data for 00300 (only 0 points)
14242580.csv,Not enough valid data for 00400 (only 0 points)
14242580.csv,Not enough valid data for 00405 (only 0 points)
14242580.csv,Not enough valid data for 00600 (only 0 points)
14242580.csv,Not enough valid data for 00605 (only 0 points)
14242580.csv,Not enough valid data for 00618 (only 0 points)
14242580.csv,Not enough valid data for 00660 (only 0 points)
14242580.csv,Not enough valid data for 00665 (only 0 points)
14242580.csv,Not enough valid data for 00681 (only 0 points)
14242580.csv,Not enough valid data for 00915 (only 0 points)
14242580.csv,Not enough valid data for 00925 (only 0 points)
14242580.csv,Not enough valid data for 00930 (only 0 points)
14242580.csv,Not enough valid data for 00935 (only 0 points)
14242580.csv,Not enough valid data for 00940 (only 0 points)
14242580.csv,Not enough valid data for 00945 (only 0 points)
14242580.csv,Not enough valid data for 00955 (only 0 points)
14242580.csv,Not enough valid data for 71846 (only 0 points)
14243000.csv,Not enough valid data for 00618 (only 0 points)
14243000.csv,Not enough valid data for 71846 (only 0 points)
401733105392404.csv,Not enough valid data for 00605 (only 0 points)
401733105392404.csv,Not enough valid data for 80154 (only 0 points)
40851325.csv,Not enough valid data for 00600 (only 0 points)
40851325.csv,Not enough valid data for 00915 (only 0 points)
40851325.csv,Not enough valid data for 00925 (only 0 points)
40851325.csv,Not enough valid data for 00930 (only 0 points)
40851325.csv,Not enough valid data for 00935 (only 0 points)
40851325.csv,Not enough valid data for 00955 (only 0 points)
143400680.csv,Not enough valid data for 00405 (only 0 points)
143400680.csv,Not enough valid data for 00605 (only 0 points)
